Date,Hours,Time,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,TromsÃ¸,EE,LV,LT,FRE
09/06/16,07 - 08,07:00,272.59,312.83,312.83,312.83,312.83,312.83,312.83,312.83,226.45,226.45,226.45,305.65,305.65,244.04,312.83,378.58,378.58,
09/06/16,08 - 09,08:00,279.95,396.72,396.72,396.72,396.72,396.72,396.72,396.72,229.95,229.95,229.95,396.72,396.72,244.5,396.72,396.72,396.72,
09/06/16,09 - 10,09:00,279.77,405.2,405.2,405.2,405.2,405.2,405.2,405.2,229.86,229.86,229.86,405.2,405.2,244.5,405.2,405.2,405.2,
09/06/16,10 - 11,10:00,279.4,394.97,394.97,394.97,394.97,394.97,394.97,394.97,229.86,229.86,229.86,394.97,394.97,244.78,394.97,394.97,394.97,
09/06/16,11 - 12,11:00,276.64,381.25,381.25,381.25,381.25,381.25,381.25,381.25,229.49,229.49,229.49,381.25,381.25,244.68,381.25,385.12,385.12,
09/06/16,12 - 13,12:00,274.34,330.23,330.23,330.23,330.23,330.23,322.22,330.23,228.57,228.57,228.57,330.23,330.23,244.41,330.23,385.3,385.3,
09/06/16,13 - 14,13:00,273.88,322.22,322.22,322.22,322.22,322.22,312.46,322.22,227.83,227.83,227.83,322.22,322.22,244.41,322.22,385.21,385.21,
09/06/16,14 - 15,14:00,274.7,337.69,337.69,337.69,337.69,337.69,278.11,337.69,226.36,226.36,226.36,337.69,337.69,244.41,337.69,385.21,385.21,
09/06/16,15 - 16,15:00,271.3,328.58,328.58,328.58,328.58,328.58,251.77,328.58,225.34,225.34,225.34,328.58,328.58,244.31,328.58,385.12,385.12,
09/06/16,16 - 17,16:00,260.34,305.28,305.28,305.28,305.28,305.28,248.74,305.28,224.88,224.88,224.88,305.28,305.28,244.22,305.28,385.12,385.12,
09/06/16,17 - 18,17:00,262.46,302.79,302.79,302.79,302.79,302.79,265.59,302.79,226.73,226.73,226.73,302.79,302.79,244.04,302.79,385.21,385.21,
09/06/16,18 - 19,18:00,266.6,315.41,315.41,315.41,315.41,315.41,249.1,315.41,224.61,224.61,224.61,315.41,315.41,243.58,315.41,385.12,385.12,
09/06/16,19 - 20,19:00,268.44,329.31,329.31,329.31,329.31,329.31,234.37,329.31,225.25,225.25,225.25,329.31,329.31,243.58,329.31,385.3,385.3,
09/06/16,20 - 21,20:00,260.98,310.34,310.34,310.34,310.34,310.34,227.09,310.34,224.88,224.88,224.88,310.34,310.34,243.58,310.34,385.21,385.21,
09/06/16,21 - 22,21:00,249.38,302.33,302.33,302.33,302.33,302.33,224.24,302.33,224.24,224.24,224.24,302.33,302.33,243.58,302.33,376.83,376.83,
09/06/16,22 - 23,22:00,242.2,287.69,287.69,287.69,287.69,287.69,222.77,287.69,222.77,222.77,222.77,287.69,287.69,230.5,287.69,287.69,287.69,
09/06/16,23 - 00,23:00,231.7,268.26,268.26,268.26,268.26,268.26,220.19,268.26,220.19,220.19,220.19,268.26,268.26,230.23,268.26,268.26,268.26,
10/06/16,00 - 01,00:00,222.09,225.7,225.7,225.7,225.7,225.7,218.11,225.7,219.13,219.13,219.13,225.7,225.7,225.7,225.7,225.7,225.7,
10/06/16,01 - 02,01:00,213.11,216.44,216.44,216.44,216.44,216.44,199.77,216.44,212.55,212.55,212.55,216.44,216.44,216.44,216.44,216.44,216.44,
10/06/16,02 - 03,02:00,199.21,199.59,199.59,199.59,199.59,199.59,194.77,199.59,199.59,199.59,199.59,199.59,199.59,199.59,199.59,199.59,199.59,
10/06/16,03 - 04,03:00,185.51,185.04,185.04,185.04,185.04,185.04,185.04,185.04,185.04,185.04,185.04,192.82,192.82,185.04,185.04,185.04,185.04,
10/06/16,04 - 05,04:00,197.55,200.05,200.05,200.05,200.05,200.05,177.45,200.05,196.62,196.62,196.62,200.05,200.05,200.05,200.05,222.28,222.28,
10/06/16,05 - 06,05:00,218.29,230.06,230.06,230.06,230.06,300.35,194.21,230.06,209.03,209.03,209.03,230.06,230.06,230.06,300.35,300.35,300.35,
10/06/16,06 - 07,06:00,245.71,275.07,275.07,275.07,275.07,387.32,252.38,275.07,218.39,218.39,218.39,275.07,275.07,245.06,387.32,387.32,387.32,
10/06/16,07 - 08,07:00,263.67,322.02,322.02,322.02,322.02,387.96,224.04,322.02,224.04,224.04,224.04,322.02,322.02,245.15,387.96,387.96,387.96,
10/06/16,08 - 09,08:00,272.47,368.52,368.52,368.52,368.52,388.06,230.61,368.52,230.61,230.61,230.61,368.52,368.52,245.61,388.06,388.06,388.06,
10/06/16,09 - 10,09:00,273.86,392.59,392.59,392.59,392.59,394.54,231.35,392.59,231.35,231.35,231.35,392.59,392.59,245.71,394.54,394.54,394.54,
10/06/16,10 - 11,10:00,272.47,388.06,388.06,388.06,388.06,388.06,228.57,388.06,228.57,228.57,228.57,388.06,388.06,245.52,388.06,388.06,388.06,
10/06/16,11 - 12,11:00,266.36,312.85,312.85,312.85,312.85,387.87,226.63,312.85,226.63,226.63,226.63,312.85,312.85,245.34,387.87,387.87,387.87,
10/06/16,12 - 13,12:00,262.84,303.78,303.78,303.78,303.78,367.31,225.15,303.78,225.15,225.15,225.15,303.78,303.78,244.87,387.96,387.96,387.96,
10/06/16,13 - 14,13:00,260.9,303.59,303.59,303.59,303.59,330.54,225.24,303.59,225.24,225.24,225.24,303.59,303.59,244.78,387.78,387.78,387.78,
10/06/16,14 - 15,14:00,258.4,302.57,302.57,302.57,302.57,317.58,224.04,302.57,224.04,224.04,224.04,302.57,302.57,245.06,387.41,387.41,387.41,
10/06/16,15 - 16,15:00,249.04,302.76,302.76,302.76,302.76,307.39,221.16,302.76,221.16,221.16,221.16,302.76,302.76,244.32,387.22,387.22,387.22,
10/06/16,16 - 17,16:00,246.45,294.61,294.61,294.61,294.61,294.61,213.85,294.61,222.92,222.92,222.92,294.61,294.61,244.13,344.53,344.53,344.53,
10/06/16,17 - 18,17:00,249.78,294.79,294.79,294.79,294.79,294.79,243.48,294.79,225.42,225.42,225.42,294.79,294.79,244.04,339.8,339.8,339.8,
10/06/16,18 - 19,18:00,257.38,306.74,306.74,306.74,306.74,306.74,274.7,306.74,225.05,225.05,225.05,306.74,306.74,244.13,341.29,341.29,341.29,
10/06/16,19 - 20,19:00,258.58,308.22,308.22,308.22,308.22,308.22,304.24,308.22,224.87,224.87,224.87,308.22,308.22,244.13,363.05,363.05,363.05,
10/06/16,20 - 21,20:00,255.34,296.92,296.92,296.92,296.92,296.92,296.92,296.92,224.5,224.5,224.5,296.92,296.92,244.13,371.94,371.94,371.94,
10/06/16,21 - 22,21:00,257.1,293.31,293.31,293.31,293.31,387.32,293.31,293.31,223.29,223.29,223.29,293.31,293.31,243.86,387.32,387.32,387.32,
10/06/16,22 - 23,22:00,257.1,304.33,304.33,304.33,304.33,330.54,304.33,304.33,223.2,223.2,223.2,304.33,304.33,229.59,330.54,330.54,330.54,
10/06/16,23 - 00,23:00,243.95,279.42,279.42,279.42,279.42,294.05,272.75,279.42,222.74,222.74,222.74,279.42,279.42,229.13,294.05,294.05,294.05,
11/06/16,00 - 01,00:00,230.71,248.42,248.42,248.42,248.42,294.16,242.49,248.42,226.53,226.53,226.53,248.42,248.42,231.63,294.16,294.16,294.16,
11/06/16,01 - 02,01:00,224.49,229.96,229.96,229.96,229.96,253.9,224.49,229.96,221.89,221.89,221.89,229.96,229.96,229.96,253.9,253.9,253.9,
11/06/16,02 - 03,02:00,219.67,227.27,227.27,227.27,227.27,230.52,214.19,227.27,216.79,216.79,216.79,227.27,227.27,227.27,230.52,230.52,230.52,
11/06/16,03 - 04,03:00,216.14,223.56,223.56,223.56,223.56,223.56,213.82,223.56,213.82,213.82,213.82,223.56,223.56,223.56,223.56,223.56,223.56,
11/06/16,04 - 05,04:00,215.03,216.98,216.98,216.98,216.98,223.47,214.84,216.98,214.84,214.84,214.84,216.98,216.98,216.98,223.47,223.47,223.47,
11/06/16,05 - 06,05:00,218.46,216.61,216.61,216.61,216.61,281.63,216.61,216.61,216.61,216.61,216.61,216.61,216.61,216.61,281.63,281.63,281.63,
11/06/16,06 - 07,06:00,223.19,224.21,224.21,224.21,224.21,298.24,219.48,224.21,219.48,219.48,219.48,224.21,224.21,224.21,298.24,298.24,298.24,
11/06/16,07 - 08,07:00,228.02,259.37,259.37,259.37,259.37,259.37,211.97,259.37,222.26,222.26,222.26,259.37,259.37,231.54,259.37,259.37,259.37,
11/06/16,08 - 09,08:00,238.41,286.27,286.27,286.27,286.27,286.27,241.75,286.27,224.4,224.4,224.4,286.27,286.27,231.91,286.27,286.27,286.27,
11/06/16,09 - 10,09:00,250,298.61,298.61,298.61,298.61,298.61,273.38,298.61,225.6,225.6,225.6,298.61,298.61,231.73,298.61,298.61,298.61,
11/06/16,10 - 11,10:00,255.47,302.14,302.14,302.14,302.14,302.14,273.29,302.14,227,227,227,302.14,302.14,232.01,302.14,352.51,352.51,
11/06/16,11 - 12,11:00,255.94,298.52,298.52,298.52,298.52,298.52,278.57,298.52,227.09,227.09,227.09,298.52,298.52,232.1,298.52,298.52,298.52,
11/06/16,12 - 13,12:00,250.56,294.62,294.62,294.62,294.62,294.62,264.29,294.62,226.81,226.81,226.81,294.62,294.62,231.91,294.62,294.62,294.62,
11/06/16,13 - 14,13:00,240.91,287.76,287.76,287.76,287.76,287.76,238.31,287.76,226.16,226.16,226.16,287.76,287.76,231.82,287.76,287.76,287.76,
11/06/16,14 - 15,14:00,233.86,284.79,284.79,284.79,284.79,284.79,222.91,284.79,222.91,222.91,222.91,284.79,284.79,232.38,284.79,284.79,284.79,
11/06/16,15 - 16,15:00,231.91,284.05,284.05,284.05,284.05,284.05,220.78,284.05,220.78,220.78,220.78,284.05,284.05,232.47,284.05,284.05,284.05,
11/06/16,16 - 17,16:00,236.46,287.48,287.48,287.48,287.48,287.48,223.19,287.48,223.19,223.19,223.19,287.48,287.48,231.91,287.48,287.48,287.48,
11/06/16,17 - 18,17:00,249.82,297.4,297.4,297.4,297.4,297.4,259,297.4,225.98,225.98,225.98,297.4,297.4,232.01,297.4,297.4,297.4,
11/06/16,18 - 19,18:00,253.9,296.11,296.11,296.11,296.11,296.11,280.43,296.11,225.98,225.98,225.98,296.11,296.11,232.1,296.11,296.11,296.11,
11/06/16,19 - 20,19:00,255.57,299.17,299.17,299.17,299.17,299.17,291.93,299.17,225.88,225.88,225.88,299.17,299.17,232.1,299.17,299.17,299.17,
11/06/16,20 - 21,20:00,254.83,302.6,302.6,302.6,302.6,302.6,295.46,302.6,225.42,225.42,225.42,302.6,302.6,232.1,302.6,302.6,302.6,
11/06/16,21 - 22,21:00,246.2,294.16,294.16,294.16,294.16,294.16,273.38,294.16,224.77,224.77,224.77,294.16,294.16,231.91,294.16,294.16,294.16,
11/06/16,22 - 23,22:00,251.21,294.07,294.07,294.07,294.07,294.07,287.01,294.07,224.96,224.96,224.96,294.07,294.07,231.82,294.07,294.07,294.07,
11/06/16,23 - 00,23:00,241.93,285.07,285.07,285.07,285.07,285.07,257.24,285.07,224.68,224.68,224.68,285.07,285.07,231.54,285.07,285.07,285.07,
12/06/16,00 - 01,00:00,232.7,258.92,258.92,258.92,258.92,258.92,211.41,258.92,227.78,227.78,227.78,258.92,258.92,231.87,258.92,258.92,258.92,
12/06/16,01 - 02,01:00,226.75,243.21,243.21,243.21,243.21,243.21,221.83,243.21,221.83,221.83,221.83,243.21,243.21,231.68,243.21,243.21,243.21,
12/06/16,02 - 03,02:00,221.18,230.94,230.94,230.94,230.94,230.94,217.46,230.94,217.46,217.46,217.46,230.94,230.94,230.94,230.94,230.94,230.94,
12/06/16,03 - 04,03:00,220.43,230.66,230.66,230.66,230.66,230.66,215.32,230.66,215.32,215.32,215.32,230.66,230.66,230.66,230.66,230.66,230.66,
12/06/16,04 - 05,04:00,221.55,229.64,229.64,229.64,229.64,229.64,218.94,229.64,218.94,218.94,218.94,229.64,229.64,229.64,229.64,229.64,229.64,
12/06/16,05 - 06,05:00,219.69,230.1,230.1,230.1,230.1,230.1,216.43,230.1,216.43,216.43,216.43,230.1,230.1,230.1,230.1,230.1,230.1,
12/06/16,06 - 07,06:00,222.85,230.66,230.66,230.66,230.66,230.66,219.22,230.66,219.22,219.22,219.22,230.66,230.66,230.66,230.66,230.66,230.66,
12/06/16,07 - 08,07:00,222.76,233.17,233.17,233.17,233.17,233.17,216.99,233.17,216.99,216.99,216.99,233.17,233.17,231.68,233.17,233.17,233.17,
12/06/16,08 - 09,08:00,227.59,255.02,255.02,255.02,255.02,255.02,221.83,255.02,221.83,221.83,221.83,255.02,255.02,231.59,255.02,255.02,255.02,
12/06/16,09 - 10,09:00,228.43,268.4,268.4,268.4,268.4,268.4,220.99,268.4,220.99,220.99,220.99,268.4,268.4,231.77,268.4,352.73,352.73,
12/06/16,10 - 11,10:00,233.35,282.35,282.35,282.35,282.35,282.35,224.43,282.35,224.43,224.43,224.43,282.35,282.35,231.68,282.35,354.12,354.12,
12/06/16,11 - 12,11:00,240.23,285.05,285.05,285.05,285.05,285.05,235.21,285.05,227.68,227.68,227.68,285.05,285.05,231.68,285.05,353.94,353.94,
12/06/16,12 - 13,12:00,236.98,283.65,283.65,283.65,283.65,283.65,217.92,283.65,225.45,225.45,225.45,283.65,283.65,231.77,283.65,353.94,353.94,
12/06/16,13 - 14,13:00,233.35,275.01,275.01,275.01,275.01,275.01,224.71,275.01,224.71,224.71,224.71,275.01,275.01,231.68,275.01,353.56,353.56,
12/06/16,14 - 15,14:00,231.4,276.68,276.68,276.68,276.68,276.68,222.29,276.68,222.29,222.29,222.29,276.68,276.68,231.68,276.68,341.76,341.76,
12/06/16,15 - 16,15:00,231.12,276.12,276.12,276.12,276.12,276.12,222.11,276.12,222.11,222.11,222.11,276.12,276.12,231.68,276.12,333.48,333.48,
12/06/16,16 - 17,16:00,232.15,281.89,281.89,281.89,281.89,281.89,222.85,281.89,222.85,222.85,222.85,281.89,281.89,231.68,281.89,306.52,306.52,
12/06/16,17 - 18,17:00,239.68,290.35,290.35,290.35,290.35,290.35,225.08,290.35,225.08,225.08,225.08,290.35,290.35,231.96,290.35,295.92,295.92,
12/06/16,18 - 19,18:00,254.09,302.71,302.71,302.71,302.71,302.71,255.85,302.71,228.06,228.06,228.06,302.71,302.71,232.05,302.71,302.71,302.71,
12/06/16,19 - 20,19:00,259.48,302.99,302.99,302.99,302.99,302.99,276.86,302.99,228.24,228.24,228.24,302.99,302.99,232.05,302.99,302.99,302.99,
12/06/16,20 - 21,20:00,255.2,299.18,299.18,299.18,299.18,299.18,291.28,299.18,228.61,228.61,228.61,299.18,299.18,232.15,299.18,299.55,299.55,
12/06/16,21 - 22,21:00,256.69,302.52,302.52,302.52,302.52,302.52,273.33,302.52,228.33,228.33,228.33,302.52,302.52,232.24,302.52,324.93,324.93,
12/06/16,22 - 23,22:00,254.74,293.6,293.6,293.6,293.6,293.6,277.14,293.6,227.78,227.78,227.78,293.6,293.6,232.33,293.6,293.6,293.6,
12/06/16,23 - 00,23:00,233.82,275.38,275.38,275.38,275.38,275.38,216.06,275.38,223.69,223.69,223.69,275.38,275.38,232.15,275.38,275.38,275.38,
13/06/16,00 - 01,00:00,230.29,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,274.82,274.82,
13/06/16,01 - 02,01:00,224.34,227.96,227.96,227.96,227.96,227.96,223.5,227.96,223.5,223.5,223.5,227.96,227.96,227.96,227.96,251.11,251.11,
13/06/16,02 - 03,02:00,218.29,219.41,219.41,219.41,219.41,219.41,219.13,219.41,219.13,219.13,219.13,219.41,219.41,219.41,219.41,247.3,247.3,
13/06/16,03 - 04,03:00,213.55,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,214.3,240.33,240.33,
13/06/16,04 - 05,04:00,214.39,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,215.13,245.25,245.25,
13/06/16,05 - 06,05:00,225.36,230.57,230.57,230.57,230.57,230.57,199.05,230.57,218.94,218.94,218.94,230.57,230.57,230.57,230.57,388.71,388.71,
13/06/16,06 - 07,06:00,248.04,275.75,275.75,275.75,275.75,275.75,253.9,275.75,234.01,234.01,234.01,275.75,275.75,241.91,275.75,388.61,388.61,
13/06/16,07 - 08,07:00,275.56,311.36,311.36,311.36,311.36,311.36,311.36,311.36,247.86,247.86,247.86,311.36,311.36,244.14,311.36,388.71,388.71,
13/06/16,08 - 09,08:00,290.44,345.2,345.2,345.2,345.2,345.2,345.2,345.2,254.37,254.37,254.37,345.2,345.2,251.02,345.2,389.54,389.54,
13/06/16,09 - 10,09:00,293.41,371.04,371.04,371.04,371.04,371.04,371.04,371.04,255.67,255.67,255.67,371.04,371.04,249.81,371.04,395.22,395.22,
13/06/16,10 - 11,10:00,289.97,354.87,354.87,354.87,354.87,354.87,321.77,354.87,253.81,253.81,253.81,354.87,354.87,249.25,354.87,405.35,405.35,
13/06/16,11 - 12,11:00,287.37,363.42,363.42,363.42,363.42,363.42,251.58,363.42,251.58,251.58,251.58,363.42,363.42,248.32,363.42,445.51,445.51,
13/06/16,12 - 13,12:00,281.23,318.24,318.24,318.24,318.24,318.24,250.37,318.24,250.37,250.37,250.37,318.24,318.24,247.67,318.24,455.09,455.09,
13/06/16,13 - 14,13:00,278.82,307.82,307.82,307.82,307.82,307.82,250.18,307.82,250.18,250.18,250.18,307.82,307.82,247.67,307.82,475.82,475.82,
13/06/16,14 - 15,14:00,273.89,301.78,301.78,301.78,301.78,301.78,245.25,301.78,245.25,245.25,245.25,301.78,301.78,246.93,301.78,395.49,395.49,
13/06/16,15 - 16,15:00,267.2,294.25,294.25,294.25,294.25,294.25,243.4,294.25,243.4,243.4,243.4,294.25,294.25,246.18,294.25,390.66,390.66,
13/06/16,16 - 17,16:00,260.97,283.84,283.84,283.84,283.84,283.84,244.7,283.84,244.7,244.7,244.7,283.84,283.84,244.7,283.84,388.99,388.99,
13/06/16,17 - 18,17:00,266.36,290.07,290.07,290.07,290.07,290.07,283.09,290.07,249.72,249.72,249.72,290.07,290.07,244.33,290.07,388.89,388.89,
13/06/16,18 - 19,18:00,268.87,295.18,295.18,295.18,295.18,295.18,295.18,295.18,241.63,241.63,241.63,295.18,295.18,244.23,295.18,388.71,388.71,
13/06/16,19 - 20,19:00,275.93,306.52,306.52,306.52,306.52,306.52,306.52,306.52,240.05,240.05,240.05,306.52,306.52,248.51,306.52,388.61,388.61,
13/06/16,20 - 21,20:00,272.22,302.9,302.9,302.9,302.9,302.9,302.9,302.9,238.84,238.84,238.84,302.9,302.9,249.53,302.9,384.06,384.06,
13/06/16,21 - 22,21:00,261.52,285.6,285.6,285.6,285.6,285.6,278.72,285.6,236.98,236.98,236.98,285.6,285.6,248.79,285.6,377.74,377.74,
13/06/16,22 - 23,22:00,254.64,279.28,279.28,279.28,279.28,279.28,272.5,279.28,236.14,236.14,236.14,279.28,279.28,242.09,279.28,325.86,325.86,
13/06/16,23 - 00,23:00,240.79,257.43,257.43,257.43,257.43,257.43,243.02,257.43,234.28,234.28,234.28,257.43,257.43,240.61,257.43,261.43,261.43,
14/06/16,00 - 01,00:00,234.82,236.87,236.87,236.87,236.87,236.87,231.19,236.87,236.87,236.87,236.87,236.87,236.87,232.87,285.21,285.21,285.21,
14/06/16,01 - 02,01:00,224.76,225.23,225.23,225.23,225.23,225.23,212,225.23,225.23,225.23,225.23,225.23,225.23,225.23,267.14,267.14,267.14,
14/06/16,02 - 03,02:00,218.24,218.61,218.61,218.61,218.61,218.61,218.61,218.61,218.61,218.61,218.61,218.61,218.61,218.61,269.29,269.29,269.29,
14/06/16,03 - 04,03:00,213.86,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,214.14,253.54,253.54,253.54,
14/06/16,04 - 05,04:00,218.99,219.08,219.08,219.08,219.08,219.08,217.96,219.08,219.08,219.08,219.08,219.08,219.08,219.08,245.91,245.91,245.91,
14/06/16,05 - 06,05:00,231.75,253.45,253.45,253.45,253.45,253.45,214.24,253.45,227.84,227.84,227.84,253.45,253.45,232.12,269.66,269.66,269.66,
14/06/16,06 - 07,06:00,257.64,293.04,293.04,293.04,293.04,338.03,255.22,293.04,240.5,240.5,240.5,293.04,293.04,238.27,338.03,393.17,393.17,
14/06/16,07 - 08,07:00,276.27,349.86,349.86,349.86,349.86,393.63,328.71,349.86,240.78,240.78,240.78,349.86,349.86,238.83,393.63,393.63,393.63,
14/06/16,08 - 09,08:00,280.09,418.32,418.32,418.32,418.32,427.82,357.59,418.32,243.3,243.3,243.3,418.32,418.32,239.29,427.82,427.82,427.82,
14/06/16,09 - 10,09:00,280.28,418.78,418.78,418.78,418.78,496.47,358.05,418.78,243.48,243.48,243.48,418.78,418.78,239.2,496.47,496.47,496.47,
14/06/16,10 - 11,10:00,280.46,418.41,418.41,418.41,418.41,477.19,346.97,418.41,243.39,243.39,243.39,418.41,418.41,239.11,477.19,477.19,477.19,
14/06/16,11 - 12,11:00,280.65,465.17,465.17,465.17,465.17,531.86,333.74,465.17,242.83,242.83,242.83,465.17,465.17,239.01,531.86,531.86,531.86,
14/06/16,12 - 13,12:00,279.25,654.82,654.82,654.82,654.82,654.82,298.07,654.82,242.65,242.65,242.65,654.82,654.82,238.83,654.82,654.82,654.82,
14/06/16,13 - 14,13:00,278.23,480.63,480.63,480.63,480.63,480.63,273.57,480.63,242.37,242.37,242.37,480.63,480.63,238.83,480.63,531.68,531.68,
14/06/16,14 - 15,14:00,274.04,466.48,466.48,466.48,466.48,466.48,256.62,466.48,242.27,242.27,242.27,466.48,466.48,238.83,466.48,527.3,527.3,
14/06/16,15 - 16,15:00,272.08,374.07,374.07,374.07,374.07,374.07,255.03,374.07,241.9,241.9,241.9,374.07,374.07,238.92,374.07,479.89,479.89,
14/06/16,16 - 17,16:00,261.18,309.52,309.52,309.52,309.52,309.52,266.77,309.52,241.25,241.25,241.25,309.52,309.52,238.73,309.52,393.63,393.63,
14/06/16,17 - 18,17:00,261,308.03,308.03,308.03,308.03,308.03,302.82,308.03,240.5,240.5,240.5,308.03,308.03,238.64,308.03,393.45,393.45,
14/06/16,18 - 19,18:00,265.65,334.86,334.86,334.86,334.86,334.86,326.76,334.86,238.83,238.83,238.83,334.86,334.86,238.64,334.86,393.08,393.08,
14/06/16,19 - 20,19:00,272.17,349.48,349.48,349.48,349.48,349.48,349.3,349.48,242.92,242.92,242.92,349.48,349.48,238.73,349.48,393.82,393.82,
14/06/16,20 - 21,20:00,272.82,335.33,335.33,335.33,335.33,335.33,335.33,335.33,243.3,243.3,243.3,335.33,335.33,238.64,335.33,393.08,393.08,
14/06/16,21 - 22,21:00,259.04,298.16,298.16,298.16,298.16,298.16,298.16,298.16,243.11,243.11,243.11,298.16,298.16,238.55,387.3,387.3,387.3,
14/06/16,22 - 23,22:00,252.43,287.26,287.26,287.26,287.26,287.26,280.37,287.26,242.27,242.27,242.27,287.26,287.26,230.26,290.71,312.88,312.88,
14/06/16,23 - 00,23:00,243.39,278.41,278.41,278.41,278.41,278.41,247.68,278.41,239.85,239.85,239.85,278.41,278.41,229.98,278.41,285.03,285.03,
15/06/16,00 - 01,00:00,248.64,251.26,251.26,251.26,251.26,251.26,245.27,251.26,251.26,251.26,251.26,251.26,251.26,231.5,251.26,251.26,251.26,
15/06/16,01 - 02,01:00,236,243.21,243.21,243.21,243.21,243.21,243.21,243.21,243.21,243.21,243.21,243.21,243.21,231.03,243.21,243.21,243.21,
15/06/16,02 - 03,02:00,232.44,233.38,233.38,233.38,233.38,233.38,233.38,233.38,233.38,233.38,233.38,233.38,233.38,231.03,233.38,234.31,234.31,
15/06/16,03 - 04,03:00,229.91,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,
15/06/16,04 - 05,04:00,230.94,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,230.47,234.59,234.59,
15/06/16,05 - 06,05:00,248.64,283.29,283.29,283.29,283.29,283.29,246.49,283.29,246.49,246.49,246.49,283.29,283.29,231.03,283.29,283.29,283.29,
15/06/16,06 - 07,06:00,272.9,323.75,323.75,323.75,323.75,378.81,265.69,323.75,251.54,251.54,251.54,323.75,323.75,239.56,378.81,392.58,392.58,
15/06/16,07 - 08,07:00,288.82,344.54,344.54,344.54,344.54,393.33,336.3,344.54,260.72,260.72,260.72,344.54,344.54,240.49,393.33,393.33,393.33,
15/06/16,08 - 09,08:00,299.21,364.95,364.95,364.95,364.95,393.89,363.27,364.95,265.5,265.5,265.5,364.95,364.95,241.24,393.89,393.89,393.89,
15/06/16,09 - 10,09:00,299.21,347.35,347.35,347.35,347.35,430.13,339.01,347.35,265.87,265.87,265.87,347.35,347.35,241.24,430.13,430.13,430.13,
15/06/16,10 - 11,10:00,290.32,347.54,347.54,347.54,347.54,433.69,347.54,347.54,257.44,257.44,257.44,347.54,347.54,241.34,433.69,433.69,433.69,
15/06/16,11 - 12,11:00,289.47,357.65,357.65,357.65,357.65,436.22,332.55,357.65,254.82,254.82,254.82,334.52,334.52,241.24,436.22,436.22,436.22,
15/06/16,12 - 13,12:00,289,326.84,326.84,326.84,326.84,438.75,282.92,326.84,258.47,258.47,258.47,326.84,326.84,241.15,438.75,438.75,438.75,
15/06/16,13 - 14,13:00,285.35,312.79,312.79,312.79,312.79,394.08,264.94,312.79,258.29,258.29,258.29,312.79,312.79,241.15,394.08,394.08,394.08,
15/06/16,14 - 15,14:00,284.6,309.05,309.05,309.05,309.05,393.8,262.13,309.05,258.75,258.75,258.75,309.05,309.05,241.15,393.8,393.8,393.8,
15/06/16,15 - 16,15:00,281.32,305.86,305.86,305.86,305.86,393.52,259.69,305.86,252.76,252.76,252.76,305.86,305.86,241.15,393.52,393.52,393.52,
15/06/16,16 - 17,16:00,268.4,288.91,288.91,288.91,288.91,299.02,272.71,288.91,252.48,252.48,238.81,288.91,288.91,240.96,299.02,378.35,378.35,
15/06/16,17 - 18,17:00,269.06,294.25,294.25,294.25,294.25,294.25,290.32,294.25,252.11,252.11,236.93,294.25,294.25,240.49,294.25,392.39,392.39,
15/06/16,18 - 19,18:00,272.15,323.37,323.37,323.37,323.37,329.84,323.37,323.37,251.54,251.54,235.44,323.37,323.37,240.49,329.84,392.96,392.96,
15/06/16,19 - 20,19:00,276.45,345.66,345.66,345.66,345.66,378.91,345.66,345.66,251.26,251.26,236,345.66,345.66,240.49,378.91,393.05,393.05,
15/06/16,20 - 21,20:00,271.59,332.36,332.36,332.36,332.36,332.36,332.36,332.36,251.36,251.36,234.59,332.36,332.36,240.49,332.36,392.86,392.86,
15/06/16,21 - 22,21:00,261.85,311.39,311.39,311.39,311.39,311.39,311.39,311.39,250.98,250.98,236.75,311.39,311.39,240.49,311.39,392.58,392.58,
15/06/16,22 - 23,22:00,258.85,309.23,309.23,309.23,309.23,309.23,309.23,309.23,250.51,250.51,234.03,309.23,309.23,232.53,309.23,392.39,392.39,
15/06/16,23 - 00,23:00,249.67,255.95,255.95,255.95,255.95,255.95,255.95,255.95,250.14,250.14,231.78,255.95,255.95,232.16,255.95,255.95,255.95,
16/06/16,00 - 01,00:00,243.86,250.13,250.13,250.13,250.13,250.13,250.13,250.13,250.13,250.13,250.13,250.13,250.13,235.36,250.13,252.93,252.93,
16/06/16,01 - 02,01:00,237.41,239.94,239.94,239.94,239.94,239.94,239.94,239.94,239.94,239.94,239.94,239.94,239.94,234.89,239.94,252.74,252.74,
